"Utility.ID","Plant.Code","Prime.Mover","Energy.Source.1","Utility.Name","Technology","Plant.Name","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","NERC.Region","Net.Generation.MWh","Elec.Fuel.Consumption.MMBtu","Capacity.Factor","Heat.Rate","Year"
"10451",6304,"WT","WND","Kotzebue Electric Assn Inc","Onshore Wind Turbine","Kotzebue",4.5,2003.36842105263,2012,1997,"ASCC",3991,36845,0.101243023845764,9232.02204961163,2016
"10525",4124,"IC","DFO","La Farge Municipal Electric Co","Petroleum Liquids","La Farge",1.5,1990,1990,1990,"MRO",7,72,0.000532724505327245,10285.7142857143,2016
"10536",506,"IC","DFO","City of La Junta - (CO)","Petroleum Liquids","La Junta",17.2,1953.14285714286,1970,1939,"WECC",-948,158,-0.0062918126791972,-166.666666666667,2016
"10538",2140,"IC","DFO","City of La Plata - (MO)","Petroleum Liquids","La Plata",3.6,2013,2013,2013,"SERC",0,0,0,NA,2016
"10542",1156,"IC","DFO","La Porte City Utilities","Petroleum Liquids","La Porte",5.4,2004.33333333333,2013,2000,"MRO",80,1049,0.00169118890580078,13112.5,2016
"10559",1297,"IC","DFO","City of La Crosse - (KS)","Petroleum Liquids","La Crosse",5.5,1967.5,1975,1962,"SPP",14,278,0.00029057700290577,19857.1428571429,2016
"10575",10752,"HY","WAT","Lachute Hydro Co Inc","Conventional Hydroelectric","Lachute Hydro Lower",3.8,1987,1987,1987,"NPCC",10721,98976,0.322068012496996,9231.97462923235,2016
"10575",10753,"HY","WAT","Lachute Hydro Co Inc","Conventional Hydroelectric","Lachute Hydro Upper",5.2,1987,1987,1987,"NPCC",10721,98976,0.235357393747805,9231.97462923235,2016
"10576",55149,"CS","NG","Lake Road Generating Co LP","Natural Gas Fired Combined Cycle","Lake Road Generating Plant",840,2002,2002,2002,"NPCC",5254358,38802078,0.714062567949554,7384.74196086372,2016
"1058",50200,"GT","NG","B Braun Medical Inc","Natural Gas Fired Combustion Turbine","B Braun Medical",6.1,1988.5,1995,1982,"WECC",36550,183393,0.683995808069466,5017.59233926129,2016
"10596",1985,"IC","DFO","City of Lake Crystal - (MN)","Petroleum Liquids","Lake Crystal",5.8,1969.25,1999,1952,"MRO",9,193,0.000177137458667926,21444.4444444444,2016
"10604",2773,"HY","WAT","Lake Lure Town of","Conventional Hydroelectric","Lake Lure",3.6,1927,1927,1927,"SERC",7990,73764,0.253361237950279,9232.04005006258,2016
"10606",1154,"IC","DFO","City of Lake Mills","Petroleum Liquids","Lake Mills",18.5,1973,1999,1956,"MRO",127,1220,0.000783660372701469,9606.29921259843,2016
"10608",1153,"IC","DFO","City of Lake Park - (IA)","Petroleum Liquids","Lake Park",4,2005,2005,2005,"MRO",32,192,0.00091324200913242,6000,2016
"10620",673,"CA","NG","City of Lake Worth - (FL)","Natural Gas Fired Combined Cycle","Tom G Smith",10,1978,1978,1978,"FRCC",334,0,0.00381278538812785,0,2016
"10620",673,"CT","NG","City of Lake Worth - (FL)","Natural Gas Fired Combined Cycle","Tom G Smith",21.4,1978,1978,1978,"FRCC",2890,42029,0.0154162932616396,14542.9065743945,2016
"10620",673,"GT","DFO","City of Lake Worth - (FL)","Petroleum Liquids","Tom G Smith",30.8,1976,1976,1976,"FRCC",89,4100,0.000329864199727213,46067.4157303371,2016
"10620",673,"IC","DFO","City of Lake Worth - (FL)","Petroleum Liquids","Tom G Smith",10,1965,1965,1965,"FRCC",-291,196,-0.00332191780821918,-673.539518900344,2016
"10620",673,"ST","NG","City of Lake Worth - (FL)","Natural Gas Steam Turbine","Tom G Smith",26.5,1967,1967,1967,"FRCC",2097,19104,0.00903334194882398,9110.1573676681,2016
"10622",7415,"IC","DFO","City of Lakefield - (MN)","Petroleum Liquids","Lakefield Utilities",3.4,1994,2003,1985,"MRO",17,181,0.000570776255707763,10647.0588235294,2016
"10623",675,"CA","NG","City of Lakeland - (FL)","Natural Gas Fired Combined Cycle","Larsen Memorial",25,1956,1956,1956,"FRCC",19853,0,0.0906529680365297,0,2016
"10623",675,"CT","NG","City of Lakeland - (FL)","Natural Gas Fired Combined Cycle","Larsen Memorial",86.2,1992,1992,1992,"FRCC",63630,939618,0.0842656453612179,14766.9024045262,2016
"10623",675,"GT","NG","City of Lakeland - (FL)","Natural Gas Fired Combustion Turbine","Larsen Memorial",22.4,1962,1962,1962,"FRCC",4,1150,2.03848662752772e-05,287500,2016
"10623",676,"CA","NG","City of Lakeland - (FL)","Natural Gas Fired Combined Cycle","C D McIntosh Jr",120,2002,2002,2002,"FRCC",616046,0,0.586040715372907,0,2016
"10623",676,"CT","NG","City of Lakeland - (FL)","Natural Gas Fired Combined Cycle","C D McIntosh Jr",249,2001,2001,2001,"FRCC",1094270,12468458,0.501673360107095,11394.3158452667,2016
"10623",676,"GT","NG","City of Lakeland - (FL)","Natural Gas Fired Combustion Turbine","C D McIntosh Jr",26.6,1973,1973,1973,"FRCC",115,1926,0.000493528341401449,16747.8260869565,2016
"10623",676,"IC","DFO","City of Lakeland - (FL)","Petroleum Liquids","C D McIntosh Jr",5,1970,1970,1970,"FRCC",0,0,0,NA,2016
"10623",676,"ST","BIT","City of Lakeland - (FL)","Conventional Steam Coal","C D McIntosh Jr",363.8,1982,1982,1982,"FRCC",1326679,15044641,0.416292947853831,11340.0762354722,2016
"10623",676,"ST","NG","City of Lakeland - (FL)","Natural Gas Steam Turbine","C D McIntosh Jr",126,1976,1976,1976,"FRCC",104193,1212005,0.0943982387475538,11632.3073527012,2016
"10623",7997,"IC","DFO","City of Lakeland - (FL)","Petroleum Liquids","Winston",50,2001,2001,2001,"FRCC",0,4020,0,Inf,2016
"10628",7393,"IC","NG","City of Lakin - (KS)","Natural Gas Internal Combustion Engine","Lakin Municipal",4.4,1990,1990,1990,"SPP",7,63,0.000181610626816106,9000,2016
"10633",508,"ST","SUB","City of Lamar - (CO)","Conventional Steam Coal","Lamar Plant",43.5,1990.5,2009,1972,"WECC",0,0,0,NA,2016
"10633",508,"WT","WND","City of Lamar - (CO)","Onshore Wind Turbine","Lamar Plant",6,2004,2004,2004,"WECC",10343,95487,0.196784627092846,9232.04099390892,2016
"10650",1155,"IC","DFO","City of Lamoni - (IA)","Petroleum Liquids","Lamoni Municipal Utilities",10.5,1971.5,2011,1940,"MRO",28,297,0.00030441400304414,10607.1428571429,2016
"10657",50942,"IC","NG","Lagoon Corp","Natural Gas Internal Combustion Engine","Lagoon Cogeneration Facility",3,1991.33333333333,1996,1989,"WECC",0,0,0,NA,2016
"10685",1987,"HY","WAT","Lanesboro Public Utility Comm","Conventional Hydroelectric","Lanesboro",0.3,1923,1923,1923,"MRO",11,102,0.00418569254185693,9272.72727272727,2016
"10685",1987,"IC","DFO","Lanesboro Public Utility Comm","Petroleum Liquids","Lanesboro",2.3,2004,2004,2004,"MRO",11,285,0.000545959896763947,25909.0909090909,2016
"10713",1299,"IC","DFO","City of Larned - (KS)","Petroleum Liquids","Larned",16.4,1999.33333333333,2004,1976,"SPP",-294,945,-0.00204644169729369,-3214.28571428571,2016
"10714",51034,"HY","WAT","Little Falls Hydroelec Assoc","Conventional Hydroelectric","Little Falls Hydro",13,1987,1987,1987,"NPCC",49974,461360,0.438830347734457,9232.00064033297,2016
"10723",54753,"HY","WAT","Lateral 10 Ventures","Conventional Hydroelectric","Lateral 10 Ventures",2.4,1984,1984,1984,"WECC",6893,63635,0.327863394216134,9231.82939213695,2016
"10730",507,"IC","DFO","City of Las Animas - (CO)","Petroleum Liquids","Las Animas",5.6,1950.2,1967,1941,"WECC",-89,290,-0.00181425309849967,-3258.42696629213,2016
"1074",55144,"CS","NG","Hays Energy, LLC","Natural Gas Fired Combined Cycle","Hays Energy Project",989,2002,2002,2002,"TRE",3964130,29783676,0.457559409209062,7513.29446814307,2016
"10760",2249,"IC","NG","City of Laurel - (NE)","Natural Gas Internal Combustion Engine","Laurel",4.1,1975.25,1992,1965,"MRO",0,933,0,Inf,2016
"10769",1157,"IC","DFO","City of Laurens - (IA)","Petroleum Liquids","Laurens",9.1,1988.4,2013,1951,"MRO",51,513,0.000639771187716393,10058.8235294118,2016
"10777",56348,"IC","DFO","Town of Laverne - (OK)","Petroleum Liquids","Laverne Diesel Generating Plant",4,2006,2006,2006,"SPP",37,378,0.00105593607305936,10216.2162162162,2016
"10810",58258,"GT","NG","LAX Airport","Natural Gas Fired Combustion Turbine","Central Utilities Plant LAX 2",9.2,2015,2015,2015,"WECC",30745,127431,0.381489477863808,4144.77150756221,2016
"10830",2921,"GT","DFO","City of Lebanon - (OH)","Petroleum Liquids","Lebanon",20,1976,1986,1966,"RFC",0,0,0,NA,2016
"10830",2921,"IC","DFO","City of Lebanon - (OH)","Petroleum Liquids","Lebanon",10.6,1962,1970,1955,"RFC",0,0,0,NA,2016
"10908",1158,"IC","DFO","City of Lenox - (IA)","Petroleum Liquids","Lenox",6.1,1979.2,2016,1948,"MRO",35,459,0.000654989145894154,13114.2857142857,2016
"10944",7427,"HY","WAT","PUD No 1 of Lewis County","Conventional Hydroelectric","Cowlitz Falls",70,1994,1994,1994,"WECC",250842,2315773,0.409070450097847,9231.99862861881,2016
"11017",1300,"IC","NG","City of Lincoln Center - (KS)","Natural Gas Internal Combustion Engine","Lincoln",10.6,1966.5,1979,1958,"SPP",16,163,0.000172309813043853,10187.5,2016
"11018",2250,"GT","NG","Lincoln Electric System","Natural Gas Fired Combustion Turbine","J Street",27,1972,1972,1972,"MRO",234,6294,0.000989345509893455,26897.4358974359,2016
"11018",6373,"GT","NG","Lincoln Electric System","Natural Gas Fired Combustion Turbine","Rokeby",263.2,1991,2001,1975,"MRO",22305,293828,0.00967413706957572,13173.1898677427,2016
"11018",6373,"IC","DFO","Lincoln Electric System","Petroleum Liquids","Rokeby",2.9,1997,1997,1997,"MRO",16,192,0.000629822075263738,12000,2016
"11018",7887,"CA","NG","Lincoln Electric System","Natural Gas Fired Combined Cycle","Terry Bundy Generating Station",28.2,2004,2004,2004,"MRO",19838,72,0.0803053855370964,3.62939812481097,2016
"11018",7887,"CT","NG","Lincoln Electric System","Natural Gas Fired Combined Cycle","Terry Bundy Generating Station",121,2003.5,2004,2003,"MRO",76777,805892,0.0724338654288841,10496.528908397,2016
"11018",7887,"GT","NG","Lincoln Electric System","Natural Gas Fired Combustion Turbine","Terry Bundy Generating Station",60.5,2003,2003,2003,"MRO",63318,657320,0.119472432921997,10381.2501974162,2016
