Plant ID,Latitude,Longitude,Balancing Authority Code
887,37.2094,-88.85889,EEI
889,38.205,-89.8544,MISO
891,40.2797,-90.08,MISO
892,41.3028,-89.315,MISO
899,41.509959,-90.53402,MISO
902,38.8348,-122.7677,CISO
903,42.4511,-89.0756,PJM
905,34.8158,-118.6867,CISO
913,38.6642,-90.1764,MISO
917,46.982514,-119.2578,GCPD
925,39.205623,-111.3344,PACE
934,38.607456,-89.52451,MISO
935,40.548586,-90.51381,MISO
936,38.6106,-89.3583,MISO
937,38.0967,-88.1631,MISO
940,38.380709,-88.36601,MISO
941,40.24611,-88.63876,MISO
943,38.425556,-89.91444,MISO
944,41.451494,-90.14855,MISO
946,38.7412,-89.6849,MISO
948,38.094683,-88.54133,MISO
949,39.392138,-87.68513,MISO
955,41.3237,-89.1123,MISO
956,30.388517,-84.64662,FPC
957,41.375528,-89.46487,MISO
958,40.312222,-88.15944,MISO
959,38.2165,-89.9992,MISO
960,41.9093,-89.0498,PJM
961,41.9092,-89.0504,PJM
963,39.754803,-89.60239,MISO
964,39.757327,-89.60051,MISO
965,39.806868,-89.64165,MISO
969,39.596667,-88.61194,MISO
971,38.334786,-90.15894,MISO
972,42.115589,-87.73103,PJM
976,37.619747,-88.95311,MISO
983,38.7378,-85.4206,OVEC
986,41.6928,-85.965,PJM
987,42.603349,-111.7053,PACE
989,41.665,-86.1322,PJM
990,39.711319,-86.19687,MISO
992,39.7631,-86.1667,MISO
994,38.5281,-87.2525,MISO
995,41.645,-87.1225,MISO
997,41.7208,-86.9086,MISO
998,40.7803,-86.76,MISO
999,40.6564,-86.7528,MISO
1001,39.9242,-87.4244,MISO
1002,39.6561,-85.1758,MISO
1004,38.8067,-87.2472,MISO
1005,38.7795,-84.964,MISO
1006,40.7884,-85.8178,MISO
1007,40.0969,-85.9714,MISO
1008,38.2636,-85.8381,MISO
1011,37.969116,-87.60488,MISO
1012,37.9111,-87.3275,MISO
1013,38.0211,-87.5172,MISO
1016,35.0986,-78.8294,CPLE
1020,39.255911,-111.6215,PACE
1024,40.048889,-86.8992,MISO
1037,40.7551,-86.0575,MISO
1038,40.939528,-87.15447,MISO
1040,39.8028,-84.8953,PJM
1047,43.3359,-91.1675,MISO
1048,41.8081,-90.23361,MISO
1060,42.1011,-91.7781,MISO
1067,42.069987,-90.69766,MISO
1068,42.0474,-92.85944,MISO
1073,41.944039,-91.63917,MISO
1079,41.671877,-91.564,MISO
1081,41.54,-90.4481,MISO
1082,41.18,-95.8408,MISO
1084,41.590218,-93.6195,MISO
1091,42.299794,-96.36171,MISO
1097,43.0563,-92.6932,MISO
1104,40.7412,-91.11667,MISO
1109,40.3965,-91.3719,MISO
1120,43.0733,-94.2392,SWPP
1121,42.6736,-95.3026,SWPP
1122,42.0258,-93.6089,MISO
1123,41.444224,-94.76647,MISO
1124,41.409,-95,MISO
1125,43.292628,-94.21708,MISO
1126,42.25,-90.4167,MISO
1127,40.7031,-92.4253,AECI
1128,41.7278,-92.4479,MISO
1129,42.29821,-91.01197,MISO
1130,42.512,-92.476,MISO
1131,42.5267,-92.4394,MISO
1132,42.280827,-91.53271,MISO
1134,40.9871,-94.7352,MISO
1135,42.260162,-94.06924,MISO
1137,43.4028,-94.8433,SWPP
1138,43.263235,-93.63538,MISO
1141,42.282807,-94.28897,MISO
1142,43.2397,-94.7498,MISO
1143,42.0296,-94.3699,MISO
1144,41.303889,-94.46056,MISO
1145,42.363094,-92.77232,MISO
1146,41.644542,-95.31528,MISO
1150,41.359491,-93.56327,MISO
1153,43.4301,-95.3153,MISO
1154,43.4172,-93.5322,MISO
1155,40.622,-93.9326,MISO
1156,42.3159,-92.1928,MISO
1157,42.8486,-94.8506,SWPP
1158,40.88,-94.5589,MISO
1160,41.9067,-95.0347,SWPP
1162,42.035556,-90.665,MISO
1163,43.023733,-91.17493,MISO
1164,43.326083,-95.14834,SWPP
1165,41.586026,-92.5228,MISO
1166,40.971826,-91.55122,AECI
1167,41.3917,-91.0569,MISO
1168,43.0689,-92.3201,SWPP
1169,42.0372,-94.0462,MISO
1172,43.279722,-92.81056,MISO
1173,41.016346,-92.41487,MISO
1176,42.0507,-90.3942,MISO
1177,43.08713,-95.62596,MISO
1180,43.0489,-92.9468,MISO
1181,43.429444,-96.16917,SWPP
1184,43.405,-95.7261,MISO
1186,43.144585,-95.14426,MISO
1187,42.01667,-93.16333,MISO
1188,42.186076,-93.60048,MISO
1190,41.503889,-94.3172,MISO
1191,42.8464,-92.0978,MISO
1192,42.1926,-92.4636,MISO
1193,40.9315,-94.9855,MISO
1194,42.1697,-92.0222,MISO
1198,42.471022,-93.81499,MISO
1199,42.961151,-94.44557,MISO
1200,41.569128,-91.26405,MISO
1201,43.064444,-94.42194,MISO
1202,41.587748,-91.01946,MISO
1203,41.3372,-94.0126,MISO
1206,41.1136,-94.3472,MISO
1217,43.1606,-95.2569,SWPP
1224,39.7581,-101.5319,SWPP
1225,39.403001,-101.0382,SWPP
1230,37.1611,-100.7619,SWPP
1233,37.7328,-99.9497,SWPP
1235,38.41,-98.8689,SWPP
1239,37.072616,-94.6987,SWPP
1240,37.7903,-97.52167,SWPP
1241,38.3481,-94.6456,SWPP
1242,37.5967,-97.41361,SWPP
1248,38.0906,-97.87472,SWPP
1250,39.0072,-95.26917,SWPP
1252,39.0539,-95.56889,SWPP
1258,37.1517,-98.0311,SWPP
1259,37.193787,-99.76307,SWPP
1261,37.678454,-96.97193,SWPP
1262,38.7745,-95.1867,SWPP
1263,39.832769,-97.63204,SWPP
1264,39.4578,-98.1122,SWPP
1265,38.7551,-95.8368,SWPP
1266,38.193441,-95.74995,SWPP
1268,37.6953,-95.4586,SWPP
1270,39.373966,-97.12721,SWPP
1271,37.037344,-95.61269,SWPP
1272,39.394414,-101.0584,SWPP
1274,38.354514,-98.58344,SWPP
1276,37.56681,-95.2375,SWPP
1278,38.2697,-95.2447,SWPP
1279,37.507709,-94.83932,SWPP
1280,39.341622,-101.7052,SWPP
1283,38.6658,-96.9492,SWPP
1285,39.3582,-99.8417,SWPP
1286,38.513,-98.7747,SWPP
1287,39.4735,-95.73155,SWPP
1291,37.923076,-95.42557,SWPP
1292,38.080332,-99.89359,SWPP
1294,39.0867,-94.65139,SWPP
1295,39.1492,-94.6381,SWPP
1296,37.38311,-98.07036,SWPP
1297,38.531667,-99.30833,SWPP
1299,38.176167,-99.09998,SWPP
1300,39.03719,-98.15299,SWPP
1305,38.363411,-97.68335,SWPP
1306,37.285176,-100.3324,SWPP
1307,39.1194,-97.7086,SWPP
1312,39.8217,-100.5289,SWPP
1313,38.633183,-95.82766,SWPP
1314,38.501719,-94.96007,SWPP
1315,39.441979,-98.6903,SWPP
1316,38.615579,-95.27974,SWPP
1317,37.6359,-98.7433,SWPP
1319,38.893333,-98.85694,SWPP
1320,39.904922,-95.80337,SWPP
1321,39.770868,-101.8101,SWPP
1322,37.9953,-98.7602,SWPP
1324,38.890552,-101.7515,SWPP
1325,37.956117,-98.59929,SWPP
1326,38.2143,-98.2071,SWPP
1327,39.43619,-99.27793,SWPP
1328,39.1992,-96.3086,SWPP
1329,39.7306,-96.9795,SWPP
1330,37.261372,-97.4057,SWPP
1332,37.2354,-97.011,SWPP
1336,37.9703,-100.8956,SWPP
1353,38.1707,-82.6176,PJM
1354,37.7864,-84.7028,LGEE
1355,37.78831,-84.71257,LGEE
1356,38.7497,-85.035,LGEE
1358,38.0794,-84.5194,LGEE
1359,37.8297,-84.7247,PJM
1363,38.1831,-85.8892,LGEE
1364,38.0525,-85.9103,LGEE
1365,38.2832,-85.7792,LGEE
1366,38.223592,-85.8417,LGEE
1368,38.280278,-85.70233,LGEE
1371,37.0217,-88.2211,TVA
1374,37.7942,-87.0608,LGEE
1376,38.2049,-84.2383,LGEE
1377,37.0131,-88.2692,TVA
1378,37.2608,-86.9783,TVA
1379,37.1517,-88.775,TVA
1380,36.8691,-85.147,TVA
1381,37.9631,-86.7911,MISO
1382,37.6469,-87.5028,MISO
1383,37.6461,-87.5019,MISO
1384,36.9981,-84.5919,PJM
1391,30.4922,-91.1864,MISO
1392,30.4922,-91.1864,MISO
1393,30.2844,-93.2911,MISO
1394,30.2743,-91.1164,MISO
1396,30.8439,-92.26111,MISO
1400,29.822222,-91.5425,MISO
1401,29.359145,-89.53726,MISO
1402,30.005067,-90.46169,MISO
1403,29.9472,-90.1458,MISO
1404,32.7047,-92.0792,MISO
1416,32.5181,-93.7611,SWPP
1417,32.7047,-93.9597,SWPP
1439,29.5806,-90.7225,MISO
1453,30.726111,-91.36833,MISO
1456,30.234627,-92.27217,MISO
1464,30.6739,-91.3556,MISO
1468,44.9136,-67.0033,ISNE
1469,44.5442,-68.4306,ISNE
1475,44.942064,-68.64504,ISNE
1478,44.9094,-68.6833,ISNE
1480,44.135332,-70.2015,ISNE
1481,43.6136,-70.5525,ISNE
1482,43.687688,-70.61155,ISNE
1483,43.920486,-69.96782,ISNE
1484,43.6436,-70.2544,ISNE
1486,43.4956,-70.4472,ISNE
1488,44.134572,-70.20372,ISNE
1491,44.152854,-70.20938,ISNE
1492,45.4592,-69.8658,ISNE
1493,43.8525,-70.7969,ISNE
1497,44.548544,-69.7104,ISNE
1498,44.569872,-69.68184,ISNE
1500,44.534397,-69.65223,ISNE
1501,43.802517,-70.44992,ISNE
1504,44.629517,-69.58353,ISNE
1505,43.5708,-70.5583,ISNE
1507,43.7508,-70.1567,ISNE
1508,43.66687,-70.60213,ISNE
1509,44.763875,-69.71828,ISNE
1510,44.9589,-69.8703,ISNE
1511,45.0703,-69.9064,ISNE
1513,46.848,-68.0026,NBSO
1514,46.71,-67.9556,NBSO
1516,46.556477,-68.32554,NBSO
1552,39.323604,-76.36512,PJM
1553,39.2663,-76.6047,PJM
1554,39.1781,-76.5268,PJM
1555,39.4217,-76.5087,PJM
1556,39.442836,-76.22176,PJM
1557,39.2986,-76.5636,PJM
1559,39.2369,-76.5133,PJM
1560,39.26604,-76.62954,PJM
1563,37.994134,-75.83768,PJM
1564,38.4878,-75.8208,PJM
1567,39.523,-79.413,PJM
1571,38.5444,-76.6861,PJM
1572,39.2097,-77.4644,PJM
1573,38.3592,-76.9767,PJM
1574,39.6572,-76.1752,PJM
1580,38.7786,-76.0769,PJM
1586,42.2672,-71.3983,ISNE
1588,42.3908,-71.0675,ISNE
1590,41.9438,-70.578,ISNE
1592,42.140028,-71.44644,ISNE
1595,42.3633,-71.0792,ISNE
1597,41.425786,-70.60827,ISNE
1599,41.7694,-70.5097,ISNE
1603,42.2086,-72.6014,ISNE
1604,42.1919,-72.6097,ISNE
1605,42.2119,-72.6036,ISNE
1607,42.200592,-72.59443,ISNE
1615,41.2583,-70.0517,ISNE
1620,42.69118,-72.9561,ISNE
1629,42.5875,-72.5793,ISNE
